"gameid","eventid","quarter","clock","timeinkey","player","shootername","teamName"
"0021500130",118,2,712.86,3.8,"Thompson","James","Cleveland Cavaliers"
"0021500130",209,2,327.33,3.28,"Porzingis","Galloway","New York Knicks"
"0021500130",224,2,181.16,3.6,"James","Smith","Cleveland Cavaliers"
"0021500130",258,2,61.07,3.56,"Lopez","Anthony","New York Knicks"
"0021500130",291,3,516.96,3.16,"Lopez","Porzingis","New York Knicks"
"0021500130",294,3,492.42,5.52,"Lopez","Anthony","New York Knicks"
"0021500130",323,3,327.39,4.2,"Williams","Calderon","New York Knicks"
"0021500130",326,3,298.05,3.24,"Mozgov","Williams","Cleveland Cavaliers"
"0021500130",326,3,296.8,5.32,"Thompson","Williams","Cleveland Cavaliers"
"0021500130",412,4,648.18,5.88,"Amundson","Williams","New York Knicks"
"0021500130",499,4,232.4,3.12,"Thompson","Dellavedova","Cleveland Cavaliers"
"0021500131",27,1,538.96,3.08,"Asik","Gordon","New Orleans Pelicans"
"0021500131",110,1,72.09,3.04,"Ajinca","Gordon","New Orleans Pelicans"
"0021500131",245,2,156.74,3.76,"Valanciunas","Carroll","Toronto Raptors"
"0021500131",264,2,68.99,4.16,"Valanciunas","Carroll","Toronto Raptors"
"0021500131",382,3,61.39,3.64,"Biyombo","Patterson","Toronto Raptors"
"0021500131",440,4,476.45,3.04,"Biyombo","Patterson","Toronto Raptors"
"0021500131",470,4,305.38,4,"Biyombo","Lowry","Toronto Raptors"
"0021500132",13,1,582.52,3.08,"Jefferson","Williams","Charlotte Hornets"
"0021500132",34,1,430.88,6.52,"Hairston","Batum","Charlotte Hornets"
"0021500132",190,2,403.16,3.28,"Jefferson","Lin","Charlotte Hornets"
"0021500132",221,2,242.21,3.16,"Jefferson","Batum","Charlotte Hornets"
"0021500132",255,2,45.86,3.08,"Mirotic","Mirotic","Chicago Bulls"
"0021500132",310,3,443.1,3.56,"Mirotic","McDermott","Chicago Bulls"
"0021500132",331,3,369.7,3.32,"Williams","Hairston","Charlotte Hornets"
"0021500132",331,3,373.7,3.16,"Walker","Hairston","Charlotte Hornets"
"0021500132",345,3,318.78,3.72,"Gibson","Butler","Chicago Bulls"
"0021500132",384,3,154.92,4.48,"Gibson","Snell","Chicago Bulls"
"0021500132",384,3,147.29,3.68,"Noah","Butler","Chicago Bulls"
"0021500132",384,3,147.29,3.44,"Gibson","Butler","Chicago Bulls"
"0021500132",460,4,397.59,3.76,"Jefferson","Lamb","Charlotte Hornets"
"0021500132",486,4,233.79,3.16,"Jefferson","Lamb","Charlotte Hornets"
"0021500132",494,4,204.62,3.44,"Batum","Walker","Charlotte Hornets"
"0021500132",501,4,171.76,8.48,"Jefferson","Batum","Charlotte Hornets"
"0021500133",68,1,223.85,4.84,"Gasol","Lee","Memphis Grizzlies"
"0021500133",68,1,215.32,3.56,"Green","Lee","Memphis Grizzlies"
"0021500133",85,1,165.57,4.28,"Davis","Harkless","Portland Trail Blazers"
"0021500133",85,1,153.08,4.44,"Vonleh","Harkless","Portland Trail Blazers"
"0021500133",88,1,130.96,9.12,"Vonleh","Crabbe","Portland Trail Blazers"
"0021500133",119,2,659.72,5.36,"Plumlee","Henderson","Portland Trail Blazers"
"0021500133",205,2,257.69,4.56,"McCollum","Lillard","Portland Trail Blazers"
"0021500133",262,3,693.83,6.6,"Plumlee","McCollum","Portland Trail Blazers"
"0021500133",268,3,618.66,3.36,"Plumlee","Lillard","Portland Trail Blazers"
"0021500133",271,3,584.61,3.92,"Plumlee","McCollum","Portland Trail Blazers"
"0021500133",290,3,492.36,4.48,"Randolph","Lee","Memphis Grizzlies"
"0021500133",291,3,495.2,4,"Allen","Lee","Memphis Grizzlies"
"0021500133",310,3,396.3,7.48,"Gasol","Gasol","Memphis Grizzlies"
"0021500133",385,4,652.22,4.08,"Davis","Lillard","Portland Trail Blazers"
"0021500134",157,2,492.39,4.52,"Okafor","Thompson","Philadelphia 76ers"
"0021500134",175,2,383.04,3.88,"Kanter","Singler","Oklahoma City Thunder"
"0021500134",190,2,329.2,3.48,"Okafor","Stauskas","Philadelphia 76ers"
"0021500134",202,2,252.6,3.12,"Wood","Stauskas","Philadelphia 76ers"
"0021500134",294,3,616.75,4,"Okafor","Grant","Philadelphia 76ers"
"0021500134",325,3,469.38,5.44,"Morrow","Roberson","Oklahoma City Thunder"
"0021500134",385,3,202.58,4.4,"Kanter","Morrow","Oklahoma City Thunder"
"0021500134",487,4,472.15,5.84,"Okafor","Sampson","Philadelphia 76ers"
"0021500134",552,4,195.66,4.12,"Adams","Waiters","Oklahoma City Thunder"
"0021500135",66,1,297.2,3.08,"Pachulia","Matthews","Dallas Mavericks"
"0021500135",78,1,212.02,4.44,"Hibbert","Williams","Los Angeles Lakers"
"0021500135",135,2,674.14,4.44,"Bass","Bryant","Los Angeles Lakers"
"0021500135",296,3,472.98,5.88,"Pachulia","Matthews","Dallas Mavericks"
"0021500135",302,3,456.25,3.12,"Randle","Hibbert","Los Angeles Lakers"
"0021500135",330,3,316.98,3.36,"Bass","Clarkson","Los Angeles Lakers"
"0021500135",351,3,226.23,3.04,"Powell","Felton","Dallas Mavericks"
"0021500135",509,4,242.72,3.52,"Villanueva","Villanueva","Dallas Mavericks"
"0021500136",63,1,392.44,4.24,"Harrell","Ariza","Houston Rockets"
"0021500136",199,2,569.74,12.56,"Howard","Ariza","Houston Rockets"
"0021500136",365,3,485.92,6.48,"Howard","Ariza","Houston Rockets"
"0021500136",432,3,116.7,3.68,"Capela","Thornton","Houston Rockets"
"0021500136",553,4,159.18,5,"Jones","Jones","Houston Rockets"
"0021500137",105,1,206.19,3.76,"Robinson","Jack","Brooklyn Nets"
"0021500137",147,1,22.89,4.64,"Koufos","Casspi","Sacramento Kings"
"0021500137",219,2,419.57,3.12,"McLemore","Butler","Sacramento Kings"
"0021500137",232,2,299,4.8,"Young","Larkin","Brooklyn Nets"
"0021500137",233,2,300.96,3.52,"Robinson","Larkin","Brooklyn Nets"
"0021500137",242,2,258.53,3.64,"McLemore","McLemore","Sacramento Kings"
"0021500137",252,2,211.49,3.12,"Acy","Rondo","Sacramento Kings"
"0021500137",252,2,176.31,3.64,"Young","Johnson","Brooklyn Nets"
"0021500137",343,3,397.75,4.92,"Lopez","Young","Brooklyn Nets"
"0021500137",419,4,683.52,5,"Bargnani","Bargnani","Brooklyn Nets"
"0021500137",419,4,683.52,3.24,"Robinson","Bargnani","Brooklyn Nets"
"0021500137",456,4,489.08,3.76,"Young","Bogdanovic","Brooklyn Nets"
"0021500137",486,4,264.44,3.8,"McLemore","McLemore","Sacramento Kings"
"0021500138",2,1,697.91,3.64,"Jackson","Morris","Detroit Pistons"
"0021500138",4,1,681.28,3.96,"Griffin","Rivers","Los Angeles Clippers"
"0021500138",20,1,569.64,3.24,"Drummond","Jackson","Detroit Pistons"
"0021500138",74,1,234.67,4.24,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500138",87,1,149.43,4.28,"Drummond","Morris","Detroit Pistons"
"0021500138",100,1,83.92,4.28,"Tolliver","Johnson","Detroit Pistons"
"0021500138",100,1,87.3,7.88,"Drummond","Johnson","Detroit Pistons"
"0021500138",174,2,331.18,3.88,"Baynes","Caldwell-Pope","Detroit Pistons"
"0021500138",317,3,312.64,3.96,"Jordan","Pierce","Los Angeles Clippers"
"0021500138",353,3,181.59,3.36,"Baynes","Jackson","Detroit Pistons"
"0021500138",462,4,471.69,7.36,"Ilyasova","Ilyasova","Detroit Pistons"
"0021500138",548,4,13.48,3.32,"Ilyasova","Caldwell-Pope","Detroit Pistons"
"0021500139",84,1,85.58,4.56,"Gordon","Hezonja","Orlando Magic"
"0021500139",209,2,371.54,3.28,"Vucevic","Harris","Orlando Magic"
"0021500139",264,2,142.59,4.84,"Humphries","Temple","Washington Wizards"
"0021500139",301,3,685.85,3.96,"Humphries","Wall","Washington Wizards"
"0021500139",305,3,684.89,3.56,"Gortat","Wall","Washington Wizards"
"0021500139",379,3,131.88,3.28,"Sessions","Dudley","Washington Wizards"
"0021500139",416,4,674.17,8.24,"Nene","Neal","Washington Wizards"
"0021500139",417,4,667.58,6.76,"Oubre","Neal","Washington Wizards"
"0021500139",500,4,219.84,6.04,"Gortat","Humphries","Washington Wizards"
"0021500140",15,1,599.22,4.56,"Pachulia","Williams","Dallas Mavericks"
"0021500140",41,1,448.71,3.32,"Jones","Lawson","Houston Rockets"
"0021500140",41,1,449.35,3.96,"Capela","Lawson","Houston Rockets"
"0021500140",65,1,339.93,3.28,"Pachulia","Villanueva","Dallas Mavericks"
"0021500140",184,2,491.8,3.92,"Lawson","Jones","Houston Rockets"
"0021500140",184,2,493.16,3.96,"Capela","Jones","Houston Rockets"
"0021500140",222,2,321.84,3.56,"Evans","Felton","Dallas Mavericks"
"0021500140",326,3,482.79,3.48,"Pachulia","Villanueva","Dallas Mavericks"
"0021500140",423,4,661.43,4.76,"Evans","Williams","Dallas Mavericks"
"0021500140",430,4,601.78,3.92,"Ariza","Ariza","Houston Rockets"
"0021500140",432,4,601.7,4.64,"Jones","Ariza","Houston Rockets"
"0021500141",107,1,153.58,3.04,"Henson","Bayless","Milwaukee Bucks"
"0021500141",181,2,445.38,3.72,"Thompson","Dellavedova","Cleveland Cavaliers"
"0021500141",219,2,209.58,3.12,"Monroe","Bayless","Milwaukee Bucks"
"0021500141",280,3,648.78,4.32,"Middleton","Antetokounmpo","Milwaukee Bucks"
"0021500141",310,3,466.83,4.6,"Mozgov","Williams","Cleveland Cavaliers"
"0021500141",346,3,259.48,3.8,"Thompson","Love","Cleveland Cavaliers"
"0021500141",470,4,221.61,6.52,"Love","Jefferson","Cleveland Cavaliers"
"0021500142",421,4,548.16,3.68,"Noel","Sampson","Philadelphia 76ers"
"0021500142",421,4,552.48,3.08,"Okafor","Sampson","Philadelphia 76ers"
"0021500143",17,1,600.8,4.2,"Hickson","Harris","Denver Nuggets"
"0021500143",19,1,576.46,3.44,"Faried","Mudiay","Denver Nuggets"
"0021500143",178,2,495.13,3.04,"Hickson","Papanikolaou","Denver Nuggets"
"0021500143",185,2,482.94,9.24,"Chandler","Warren","Phoenix Suns"
"0021500143",185,2,451.19,3.8,"Barton","Barton","Denver Nuggets"
"0021500143",198,2,406.63,4.72,"Hickson","Mudiay","Denver Nuggets"
"0021500143",270,2,100.89,5.36,"Faried","Gallinari","Denver Nuggets"
"0021500143",313,3,575.05,3.12,"Chandler","Bledsoe","Phoenix Suns"
"0021500143",345,3,381.99,3.32,"Hickson","Harris","Denver Nuggets"
"0021500143",378,3,207.16,3.16,"Leuer","Bledsoe","Phoenix Suns"
"0021500143",422,4,607.23,3.32,"Jokic","Barton","Denver Nuggets"
"0021500144",95,1,14.34,3.28,"Jack","Bogdanovic","Brooklyn Nets"
"0021500144",135,2,454.1,3.04,"Bogut","Iguodala","Golden State Warriors"
"0021500144",251,3,596.88,3.52,"Young","Johnson","Brooklyn Nets"
"0021500144",297,3,252.7,3.2,"Hollis-Jefferson","Young","Brooklyn Nets"
"0021500144",330,3,31.97,3.6,"Green","Curry","Golden State Warriors"
"0021500144",334,3,18.59,3.96,"Bogdanovic","Johnson","Brooklyn Nets"
"0021500144",351,4,630.33,4.56,"Lopez","Bogdanovic","Brooklyn Nets"
"0021500144",366,4,507.06,5.64,"Bogut","Iguodala","Golden State Warriors"
"0021500144",366,4,505.05,4.24,"Curry","Iguodala","Golden State Warriors"
"0021500144",366,4,499.42,3.36,"Barnes","Iguodala","Golden State Warriors"
"0021500144",393,4,356.54,5.88,"Young","Jack","Brooklyn Nets"
"0021500144",467,4,24.37,4.44,"Livingston","Iguodala","Golden State Warriors"
"0021500145",17,1,596.84,4.56,"Porzingis","Anthony","New York Knicks"
"0021500145",123,1,43.62,4.24,"Anderson","Babbitt","New Orleans Pelicans"
"0021500145",124,1,28.52,3.72,"Amundson","Galloway","New York Knicks"
"0021500145",176,2,523.19,3.4,"Babbitt","Davis","New Orleans Pelicans"
"0021500145",244,2,111.74,9.12,"Anthony","Porzingis","New York Knicks"
"0021500145",244,2,117.5,5.36,"Porzingis","Porzingis","New York Knicks"
"0021500145",256,2,48.75,3.84,"Afflalo","Anthony","New York Knicks"
"0021500145",256,2,49.55,3.76,"O'Quinn","Anthony","New York Knicks"
"0021500145",276,3,612.95,3.56,"Lopez","Afflalo","New York Knicks"
"0021500145",303,3,389.11,3.16,"Anthony","Anthony","New York Knicks"
"0021500145",303,3,393.69,4.12,"Lopez","Anthony","New York Knicks"
"0021500145",303,3,387.47,3.68,"Porzingis","Anthony","New York Knicks"
"0021500145",317,3,324.67,4.16,"Lopez","Porzingis","New York Knicks"
"0021500145",364,3,84.8,5,"Anderson","Gordon","New Orleans Pelicans"
"0021500145",393,4,618.14,8.72,"Seraphin","Thomas","New York Knicks"
"0021500145",432,4,388.95,3.32,"Cunningham","Holiday","New Orleans Pelicans"
"0021500145",445,4,225.56,3.12,"Gordon","Anderson","New Orleans Pelicans"
"0021500146",23,1,529,4.52,"Gasol","Conley","Memphis Grizzlies"
"0021500146",23,1,502.24,3.84,"Prince","Wiggins","Minnesota Timberwolves"
"0021500146",24,1,487.16,4.04,"Randolph","Allen","Memphis Grizzlies"
"0021500146",44,1,376.45,3.6,"Gasol","Conley","Memphis Grizzlies"
"0021500146",100,1,44.73,4.24,"Gasol","Barnes","Memphis Grizzlies"
"0021500146",193,2,225.66,8.36,"Randolph","Conley","Memphis Grizzlies"
"0021500146",253,3,591.41,4.48,"Towns","LaVine","Minnesota Timberwolves"
"0021500146",328,3,53.73,4.28,"Dieng","Muhammad","Minnesota Timberwolves"
"0021500146",340,4,689.16,10.56,"Dieng","Martin","Minnesota Timberwolves"
"0021500146",404,4,306.44,3.88,"Towns","Towns","Minnesota Timberwolves"
"0021500147",9,1,628.66,5.44,"Jefferson","Batum","Charlotte Hornets"
"0021500147",11,1,595.53,3.12,"Jefferson","Hairston","Charlotte Hornets"
"0021500147",20,1,532.1,4.48,"Hairston","Batum","Charlotte Hornets"
"0021500147",110,2,618.32,4.24,"Williams","Lamb","Charlotte Hornets"
"0021500147",184,2,286.85,4.72,"Vonleh","McCollum","Portland Trail Blazers"
"0021500147",228,2,99.19,3.04,"Batum","Batum","Charlotte Hornets"
"0021500147",239,2,68.74,3.12,"Jefferson","Lamb","Charlotte Hornets"
"0021500147",307,3,454.27,7.44,"Plumlee","Aminu","Portland Trail Blazers"
"0021500147",322,3,366.26,4.8,"Vonleh","Lillard","Portland Trail Blazers"
"0021500147",434,4,430.49,4.32,"Batum","Lin","Charlotte Hornets"
"0021500147",462,4,307.7,5.72,"Jefferson","Lamb","Charlotte Hornets"
"0021500148",4,1,678,3.44,"Millsap","Horford","Atlanta Hawks"
"0021500148",9,1,626.51,3.72,"Millsap","Millsap","Atlanta Hawks"
"0021500148",180,2,416.68,3.04,"Splitter","Korver","Atlanta Hawks"
"0021500148",213,2,269.02,3.88,"Favors","Hood","Utah Jazz"
"0021500148",246,2,97.36,7.32,"Booker","Hood","Utah Jazz"
"0021500148",302,3,581.27,3.56,"Favors","Neto","Utah Jazz"
"0021500148",326,3,406.45,3.72,"Gobert","Hayward","Utah Jazz"
"0021500148",460,4,396.43,3.6,"Horford","Schroder","Atlanta Hawks"
"0021500149",32,1,570.79,4.52,"Ibaka","Westbrook","Oklahoma City Thunder"
"0021500149",67,1,372.37,4.6,"Ibaka","Westbrook","Oklahoma City Thunder"
"0021500149",67,1,378,3.96,"Adams","Westbrook","Oklahoma City Thunder"
"0021500149",139,2,676.03,3.24,"Collison","Singler","Oklahoma City Thunder"
"0021500149",152,2,568.73,3.16,"Augustin","Augustin","Oklahoma City Thunder"
"0021500149",198,2,395.35,4.72,"Westbrook","Singler","Oklahoma City Thunder"
"0021500149",198,2,392.92,3.12,"Singler","Singler","Oklahoma City Thunder"
"0021500149",200,2,375.8,5,"Sullinger","Bradley","Boston Celtics"
"0021500149",310,3,517.24,5.76,"Ibaka","Roberson","Oklahoma City Thunder"
"0021500149",310,3,530.04,4.24,"Adams","Roberson","Oklahoma City Thunder"
"0021500149",364,3,271.41,3.52,"Kanter","Waiters","Oklahoma City Thunder"
"0021500149",445,4,534.04,3.44,"Sullinger","Thomas","Boston Celtics"
"0021500149",448,4,490.93,4.12,"Sullinger","Bradley","Boston Celtics"
"0021500149",496,4,289.23,3.12,"Adams","Augustin","Oklahoma City Thunder"
"0021500149",504,4,253.5,4.28,"Johnson","Smart","Boston Celtics"
"0021500149",502,4,245.23,3.8,"Thomas","Smart","Boston Celtics"
"0021500149",502,4,244.21,3.16,"Olynyk","Smart","Boston Celtics"
"0021500149",569,4,66.74,3.28,"Sullinger","Sullinger","Boston Celtics"
"0021500150",5,1,666.09,3.96,"Cauley-Stein","McLemore","Sacramento Kings"
"0021500150",21,1,561.45,3.28,"Valanciunas","Lowry","Toronto Raptors"
"0021500150",51,1,361.63,3.32,"Cousins","Cousins","Sacramento Kings"
"0021500150",130,1,23.54,4,"Koufos","Cousins","Sacramento Kings"
"0021500150",267,2,46.44,4.8,"Acy","Cousins","Sacramento Kings"
"0021500150",283,3,656.06,4.6,"Valanciunas","DeRozan","Toronto Raptors"
"0021500150",317,3,403.95,3.8,"Valanciunas","Scola","Toronto Raptors"
"0021500150",348,3,194.46,3.08,"Belinelli","Rondo","Sacramento Kings"
"0021500150",406,4,591.05,3.24,"Biyombo","Lowry","Toronto Raptors"
"0021500150",428,4,440.17,3.6,"Gay","Casspi","Sacramento Kings"
"0021500150",427,4,447.49,3.48,"Cousins","Casspi","Sacramento Kings"
"0021500151",95,1,139.63,4.12,"Baynes","Tolliver","Detroit Pistons"
"0021500151",95,1,136.05,3.76,"Bullock","Tolliver","Detroit Pistons"
"0021500151",100,1,84.27,3.08,"Baynes","Johnson","Detroit Pistons"
"0021500151",111,1,46.68,3.12,"Baynes","Tolliver","Detroit Pistons"
"0021500151",205,2,280.41,3.32,"Drummond","Ilyasova","Detroit Pistons"
"0021500151",467,4,542.02,6.84,"Drummond","Jackson","Detroit Pistons"
"0021500152",7,1,671,4.28,"Pachulia","Matthews","Dallas Mavericks"
"0021500152",17,1,593.08,4.2,"Noel","Stauskas","Philadelphia 76ers"
"0021500152",17,1,600.01,3.64,"Okafor","Stauskas","Philadelphia 76ers"
"0021500152",80,1,279.49,3.24,"Okafor","Canaan","Philadelphia 76ers"
"0021500152",199,2,418.35,3.96,"Noel","Thompson","Philadelphia 76ers"
"0021500152",199,2,418.95,5.76,"Grant","Thompson","Philadelphia 76ers"
"0021500152",250,2,185.98,4.08,"Noel","Covington","Philadelphia 76ers"
"0021500152",324,3,579.19,4.68,"Noel","Grant","Philadelphia 76ers"
"0021500152",337,3,488.67,3.96,"Noel","Thompson","Philadelphia 76ers"
"0021500152",357,3,335.78,3.96,"Pachulia","Williams","Dallas Mavericks"
"0021500152",357,3,335.78,3.96,"Pachulia","Williams","Dallas Mavericks"
"0021500152",522,4,352.95,3.72,"Felton","Nowitzki","Dallas Mavericks"
"0021500153",52,1,358.18,3.2,"Gasol","Mirotic","Chicago Bulls"
"0021500153",83,1,202.34,4.44,"Hill","George","Indiana Pacers"
"0021500153",186,2,340.44,3.56,"Mahinmi","Hill","Indiana Pacers"
"0021500153",204,2,225.92,3.04,"Mahinmi","Hill","Indiana Pacers"
"0021500153",204,2,242.67,4,"Hill","Hill","Indiana Pacers"
"0021500153",459,4,585.81,3.08,"Noah","Moore","Chicago Bulls"
"0021500153",459,4,557.77,3.72,"Noah","Rose","Chicago Bulls"
"0021500154",23,1,598.87,3.44,"Jones","Harden","Houston Rockets"
"0021500154",37,1,484.16,3.08,"Jones","Harden","Houston Rockets"
"0021500154",64,1,282.92,4.56,"Sullinger","Sullinger","Boston Celtics"
"0021500154",83,1,188.57,3.52,"Capela","Terry","Houston Rockets"
"0021500154",180,2,505.76,3.52,"Jones","Ariza","Houston Rockets"
"0021500154",189,2,474.55,4.16,"Zeller","Smart","Boston Celtics"
"0021500154",211,2,379.34,3.72,"Terry","Terry","Houston Rockets"
"0021500154",245,2,253.53,4.12,"Howard","Harden","Houston Rockets"
"0021500154",283,2,57.27,3.56,"Harrell","Lawson","Houston Rockets"
"0021500154",309,3,694.69,3.16,"Howard","Harden","Houston Rockets"
"0021500154",318,3,611.7,6.24,"Sullinger","Thomas","Boston Celtics"
"0021500154",321,3,591.74,3.28,"Howard","Harden","Houston Rockets"
"0021500154",336,3,524.32,6.08,"Howard","Jones","Houston Rockets"
"0021500154",336,3,510.16,3.2,"Thomas","Smart","Boston Celtics"
"0021500154",336,3,512.33,7.52,"Sullinger","Smart","Boston Celtics"
"0021500154",382,3,331.19,3.68,"Howard","Ariza","Houston Rockets"
"0021500154",384,3,308.17,3.16,"Thomas","Thomas","Boston Celtics"
"0021500154",411,3,180.47,3.08,"Capela","Brewer","Houston Rockets"
"0021500154",530,4,252.28,4,"Brewer","Thornton","Houston Rockets"
"0021500155",67,1,251.52,3.28,"Kanter","Waiters","Oklahoma City Thunder"
"0021500155",205,2,291.75,6.84,"Adams","Ibaka","Oklahoma City Thunder"
"0021500155",235,2,151.77,3.64,"Randolph","Conley","Memphis Grizzlies"
"0021500155",320,3,453.83,3.4,"Randolph","Conley","Memphis Grizzlies"
"0021500155",331,3,386.03,4.64,"Adams","Westbrook","Oklahoma City Thunder"
"0021500155",495,4,404,3.12,"Kanter","Waiters","Oklahoma City Thunder"
"0021500155",546,4,141.08,3.36,"Adams","Westbrook","Oklahoma City Thunder"
"0021500156",114,1,19.44,4.4,"Diaw","Mills","San Antonio Spurs"
"0021500156",129,2,687.74,4.04,"Davis","Crabbe","Portland Trail Blazers"
"0021500156",129,2,662.23,3.84,"West","Butler","San Antonio Spurs"
"0021500156",166,2,501.27,6.72,"West","Green","San Antonio Spurs"
"0021500156",193,2,312.54,3.44,"Aldridge","Green","San Antonio Spurs"
"0021500156",201,2,202.31,6.8,"Duncan","Leonard","San Antonio Spurs"
"0021500156",200,2,206.71,6.36,"Aldridge","Leonard","San Antonio Spurs"
"0021500156",295,3,351.68,5.76,"Aldridge","Leonard","San Antonio Spurs"
"0021500156",299,3,319.62,3.08,"Plumlee","Aminu","Portland Trail Blazers"
"0021500156",319,3,247.02,5.56,"Duncan","Diaw","San Antonio Spurs"
"0021500156",338,3,117.5,3.56,"Davis","Lillard","Portland Trail Blazers"
"0021500156",444,4,82.68,3.64,"Aldridge","Ginobili","San Antonio Spurs"
"0021500157",19,1,536.25,3.44,"Chandler","Knight","Phoenix Suns"
"0021500157",42,1,479.21,3.36,"Chandler","Bledsoe","Phoenix Suns"
"0021500157",118,1,71.61,3.28,"Williams","Young","Los Angeles Lakers"
"0021500157",187,2,418.6,3.52,"Young","Young","Los Angeles Lakers"
"0021500157",187,2,417.16,3.2,"Nance Jr.","Young","Los Angeles Lakers"
"0021500157",264,2,22,3.12,"Hibbert","Russell","Los Angeles Lakers"
"0021500157",294,3,526.76,3.44,"Chandler","Tucker","Phoenix Suns"
"0021500157",307,3,443.8,4.72,"Hibbert","World Peace","Los Angeles Lakers"
"0021500157",366,3,128.43,6.12,"Len","Goodwin","Phoenix Suns"
"0021500157",366,3,127.75,3.24,"Warren","Goodwin","Phoenix Suns"
"0021500157",469,4,254.74,3.84,"Hibbert","Clarkson","Los Angeles Lakers"
"0021500158",10,1,592.23,5.2,"Gortat","Porter","Washington Wizards"
"0021500158",73,1,283.77,6.24,"Humphries","Temple","Washington Wizards"
"0021500158",113,1,18.08,3.6,"O'Bryant","Bayless","Milwaukee Bucks"
"0021500158",185,2,453.37,3.32,"O'Bryant","Vasquez","Milwaukee Bucks"
"0021500158",318,3,403.45,4.44,"Monroe","Carter-Williams","Milwaukee Bucks"
"0021500158",424,4,592.62,3.2,"Henson","Vasquez","Milwaukee Bucks"
"0021500158",482,4,305.3,4.28,"Nene","Wall","Washington Wizards"
"0021500158",487,4,272.04,5.04,"Blair","Neal","Washington Wizards"
"0021500159",63,1,227.72,3.88,"Lopez","Johnson","Brooklyn Nets"
"0021500159",75,1,188.56,5.12,"Young","Ellington","Brooklyn Nets"
"0021500159",75,1,193.12,4.16,"Robinson","Ellington","Brooklyn Nets"
"0021500159",88,1,66.62,3.32,"Scott","Scott","Atlanta Hawks"
"0021500159",120,2,586.52,5.16,"Robinson","Larkin","Brooklyn Nets"
"0021500159",172,2,314.63,3.44,"Lopez","Johnson","Brooklyn Nets"
"0021500159",185,2,195.62,3.24,"Young","Jack","Brooklyn Nets"
"0021500159",229,3,698.13,3.2,"Millsap","Millsap","Atlanta Hawks"
"0021500159",258,3,409.92,5.76,"Young","Jack","Brooklyn Nets"
"0021500159",258,3,412.02,8.04,"Hollis-Jefferson","Jack","Brooklyn Nets"
"0021500159",301,3,183.95,8.6,"Young","Johnson","Brooklyn Nets"
"0021500159",434,4,158.52,3.96,"Millsap","Horford","Atlanta Hawks"
"0021500160",42,1,385.11,4.4,"Mozgov","Williams","Cleveland Cavaliers"
"0021500160",67,1,194.99,4.64,"Love","James","Cleveland Cavaliers"
"0021500160",76,1,167.78,4.64,"Dellavedova","Jones","Cleveland Cavaliers"
"0021500160",84,1,115.17,4.08,"Tolliver","Caldwell-Pope","Detroit Pistons"
"0021500160",94,1,40.91,5.04,"Tolliver","Caldwell-Pope","Detroit Pistons"
"0021500160",94,1,49.47,3.24,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500160",97,1,34.14,5.48,"Thompson","Jefferson","Cleveland Cavaliers"
"0021500160",128,2,603.18,3.68,"Thompson","Dellavedova","Cleveland Cavaliers"
"0021500160",153,2,430.35,3.64,"James","Dellavedova","Cleveland Cavaliers"
"0021500160",188,2,167.62,5.68,"Love","Love","Cleveland Cavaliers"
"0021500160",263,3,490.92,4.04,"Mozgov","Williams","Cleveland Cavaliers"
"0021500160",281,3,401.98,5.68,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500160",327,3,210.85,4.6,"Thompson","Williams","Cleveland Cavaliers"
"0021500160",429,4,402.29,6.04,"Smith","Dellavedova","Cleveland Cavaliers"
"0021500160",430,4,400.6,3.4,"Mozgov","Dellavedova","Cleveland Cavaliers"
"0021500160",436,4,338.38,8.52,"Drummond","Ilyasova","Detroit Pistons"
"0021500160",453,4,254.05,3.8,"Drummond","Ilyasova","Detroit Pistons"
"0021500160",502,4,26.66,5.4,"Dellavedova","Smith","Cleveland Cavaliers"
"0021500161",51,1,416.46,3.64,"Whiteside","Deng","Miami Heat"
"0021500161",423,3,170.63,3.36,"Bjelica","Bjelica","Minnesota Timberwolves"
"0021500161",437,3,100.89,5.08,"Dieng","Bjelica","Minnesota Timberwolves"
"0021500161",493,4,519.68,3.72,"Payne","LaVine","Minnesota Timberwolves"
"0021500161",493,4,520.41,6.12,"Towns","LaVine","Minnesota Timberwolves"
"0021500162",386,3,24.44,5.04,"Lamb","Hawes","Charlotte Hornets"
"0021500162",404,4,659.17,3.44,"Hawes","Walker","Charlotte Hornets"
"0021500162",464,4,366.21,4.52,"Anthony","Galloway","New York Knicks"
"0021500162",496,4,124.54,3.32,"Lamb","Batum","Charlotte Hornets"
"0021500162",508,4,60,4.16,"Porzingis","Galloway","New York Knicks"
"0021500162",514,4,43.37,3.28,"Zeller","Batum","Charlotte Hornets"
"0021500163",29,1,498.92,4.52,"Hickson","Gallinari","Denver Nuggets"
"0021500163",29,1,483.18,3.88,"Faried","Gallinari","Denver Nuggets"
"0021500163",35,1,434.98,3.68,"Hickson","Gallinari","Denver Nuggets"
"0021500163",35,1,434.98,3.4,"Faried","Gallinari","Denver Nuggets"
"0021500163",70,1,203.48,3.92,"Faried","Harris","Denver Nuggets"
"0021500163",89,1,102.44,3.32,"Gallinari","Foye","Denver Nuggets"
"0021500163",89,1,94.64,3.72,"Papanikolaou","Foye","Denver Nuggets"
