"gameid","playid","team_id","player_id","Oteam2","shooter","eventid","dt","three","clock","quarter","teamName","finalcount","player","shootername","threedeep"
"0021500410",10,58,201585,0,201158,117,17.24,3.2,151.12,1,"Sacramento Kings",39,"Koufos","Belinelli",3.08
"0021500410",17,58,202326,0,200752,227,3.64000000000004,3.72,269.17,2,"Sacramento Kings",39,"Cousins","Gay",NA
"0021500410",20,58,203463,0,203552,262,3.16000000000001,3.2,96.51,2,"Sacramento Kings",39,"McLemore","Curry",NA
"0021500410",20,58,203552,0,203552,262,10.88,3.44,106.07,2,"Sacramento Kings",39,"Curry","Curry",3.04
"0021500410",25,64,1626162,0,202066,332,3.56999999999999,3.6,376.42,3,"Washington Wizards",40,"Oubre","Temple",3.2
"0021500410",26,58,202326,0,201954,340,5.24000000000001,5.28,313.95,3,"Sacramento Kings",39,"Cousins","Collison",NA
"0021500410",27,58,201585,0,201158,370,13.72,3.72,183.83,3,"Sacramento Kings",39,"Koufos","Belinelli",NA
"0021500411",1,50,2419,0,1626157,11,4.26999999999998,4.32,642.48,1,"Minnesota Timberwolves",41,"Prince","Towns",3.32
"0021500411",6,38,203092,0,201973,103,8.20000000000002,3.08,195.34,1,"Boston Celtics",39,"Zeller","Jerebko",NA
"0021500411",14,50,1626157,0,203952,242,4.08000000000001,4.04,183.58,2,"Minnesota Timberwolves",41,"Towns","Wiggins",NA
"0021500411",17,50,2419,0,203897,337,6.50999999999999,6.56,329.38,3,"Minnesota Timberwolves",41,"Prince","LaVine",NA
"0021500411",19,50,203897,0,203952,379,7.47,3.88,76.42,3,"Minnesota Timberwolves",41,"LaVine","Wiggins",NA
"0021500411",19,50,1626157,0,203952,379,20.28,7.92,83.16,3,"Minnesota Timberwolves",41,"Towns","Wiggins",4.68
"0021500411",20,38,201973,0,202323,393,3.99000000000001,4,677.9,4,"Boston Celtics",39,"Jerebko","Turner",NA
"0021500411",20,38,203092,0,202323,393,16.38,4.6,688.35,4,"Boston Celtics",39,"Zeller","Turner",NA
"0021500411",21,38,203092,0,1626154,443,4.13999999999999,3.92,439.61,4,"Boston Celtics",39,"Zeller","Hunter",NA
"0021500411",27,38,203482,0,203109,518,7.28,3.2,103.99,4,"Boston Celtics",39,"Olynyk","Crowder",NA
"0021500412",2,53,202696,0,202699,12,5.15999999999997,5.28,639.85,1,"Orlando Magic",41,"Vucevic","Harris",3.28
"0021500412",4,52,101181,0,201167,32,3.19999999999999,3.28,453.76,1,"New York Knicks",44,"Calderon","Afflalo",3.28
"0021500412",4,52,201577,0,201167,32,10.4,4.36,472,1,"New York Knicks",44,"Lopez","Afflalo",3.12
"0021500412",4,52,204001,0,201167,32,5.97000000000003,6.08,466.22,1,"New York Knicks",44,"Porzingis","Afflalo",NA
"0021500412",5,52,204001,0,101181,55,4.85000000000002,3.08,315.99,1,"New York Knicks",44,"Porzingis","Calderon",NA
"0021500412",10,52,202338,0,202682,135,9.56,5.04,518.99,2,"New York Knicks",44,"Seraphin","Williams",NA
"0021500412",13,53,101112,0,202699,162,8.45999999999998,4.08,373,2,"Orlando Magic",41,"Frye","Harris",3.48
"0021500412",13,53,202696,0,202699,162,2.94999999999999,3.04,365.25,2,"Orlando Magic",41,"Vucevic","Harris",3.04
"0021500412",13,53,203095,0,202699,162,11.32,4.84,374.45,2,"Orlando Magic",41,"Fournier","Harris",3.88
"0021500412",15,53,202699,0,203095,184,3.04000000000002,3.08,252.27,2,"Orlando Magic",41,"Harris","Fournier",NA
"0021500412",18,52,201167,0,204001,243,19.55,3.28,639.38,3,"New York Knicks",44,"Afflalo","Porzingis",NA
"0021500412",20,53,101112,0,203894,261,13.5,4.52,453.75,3,"Orlando Magic",41,"Frye","Napier",NA
"0021500412",33,52,2546,0,201167,429,4.25,3.4,71.07,4,"New York Knicks",44,"Anthony","Afflalo",3.4
"0021500413",10,57,202334,0,203090,159,4.89999999999998,4.96,547.73,2,"Portland Trail Blazers",44,"Davis","Harkless",4.12
"0021500413",10,57,203086,0,203090,159,2.9799999999999,3.04,537.05,2,"Portland Trail Blazers",44,"Leonard","Harkless",3.04
"0021500413",12,37,203118,0,203934,172,8.25999999999999,3.8,464.09,2,"Atlanta Hawks",41,"Scott","Patterson",NA
"0021500413",16,37,201168,0,200794,222,15.34,5.48,208.34,2,"Atlanta Hawks",41,"Splitter","Millsap",NA
"0021500413",21,57,203943,0,204025,330,7.15000000000003,4.84,393.17,3,"Portland Trail Blazers",44,"Vonleh","Frazier",NA
"0021500413",22,57,202334,0,203090,352,15.91,3.8,268.42,3,"Portland Trail Blazers",44,"Davis","Harkless",3.28
"0021500413",23,57,202334,0,203090,385,16.75,8.36,66.22,3,"Portland Trail Blazers",44,"Davis","Harkless",6.92
"0021500413",23,57,203086,0,203090,385,19.19,4.36,68.54,3,"Portland Trail Blazers",44,"Leonard","Harkless",3.84
"0021500413",24,57,202334,0,201945,389,4.79,4.8,11.18,3,"Portland Trail Blazers",44,"Davis","Henderson",NA
"0021500413",27,37,201143,0,203118,445,3.94,3.96,489.82,4,"Atlanta Hawks",41,"Horford","Scott",3.48
"0021500413",29,37,203488,0,203934,472,3.15999999999997,3.12,357.7,4,"Atlanta Hawks",41,"Muscala","Patterson",NA
"0021500413",31,57,201945,0,203459,495,3.14999999999998,3.16,250.39,4,"Portland Trail Blazers",44,"Henderson","Crabbe",NA
"0021500414",1,51,201152,0,2207,2,6,4.12,703.98,1,"Brooklyn Nets",41,"Young","Johnson",NA
"0021500414",1,51,201572,0,2207,2,6,6.04,703.98,1,"Brooklyn Nets",41,"Lopez","Johnson",6
"0021500414",4,51,201572,0,202711,51,5.19999999999999,5.24,342.36,1,"Brooklyn Nets",41,"Lopez","Bogdanovic",5.04
"0021500414",5,51,201152,0,202711,56,5.83999999999997,3.4,300.57,1,"Brooklyn Nets",41,"Young","Bogdanovic",3.16
"0021500414",6,51,201152,0,2207,69,8.28,3.2,221.59,1,"Brooklyn Nets",41,"Young","Johnson",NA
"0021500414",6,51,201572,0,2207,69,7.59999999999999,3.2,221.19,1,"Brooklyn Nets",41,"Lopez","Johnson",NA
"0021500414",7,51,201152,0,101127,84,4.31999999999999,4.36,147.22,1,"Brooklyn Nets",41,"Young","Jack",NA
"0021500414",8,41,201149,0,203926,96,4.72000000000001,3.16,67.2,1,"Chicago Bulls",38,"Noah","McDermott",NA
"0021500414",12,51,200745,0,201961,162,5.32000000000005,5.36,369.47,2,"Brooklyn Nets",41,"Bargnani","Ellington",NA
"0021500414",14,51,201572,0,201961,212,9.31,4.44,53.44,2,"Brooklyn Nets",41,"Lopez","Ellington",3.12
"0021500414",14,51,201961,0,201961,212,4.79,4.84,49.56,2,"Brooklyn Nets",41,"Ellington","Ellington",NA
"0021500414",18,41,201959,0,202703,261,3.80000000000001,3.84,439.1,3,"Chicago Bulls",38,"Gibson","Mirotic",NA
"0021500414",20,41,201149,0,202703,293,6.12,3.08,328.42,3,"Chicago Bulls",38,"Noah","Mirotic",NA
"0021500414",20,41,201959,0,202703,293,3.87,3.92,332.9,3,"Chicago Bulls",38,"Gibson","Mirotic",3.6
"0021500414",23,41,201149,0,201166,325,10.25,4.56,186.25,3,"Chicago Bulls",38,"Noah","Brooks",4.24
"0021500414",23,41,201959,0,201166,325,7.81,5.76,185.53,3,"Chicago Bulls",38,"Gibson","Brooks",5.48
"0021500414",24,51,201572,0,2207,338,8.84,4.24,65.75,3,"Brooklyn Nets",41,"Lopez","Johnson",3.32
"0021500414",28,41,2200,0,201565,404,3.24000000000001,3.28,448.23,4,"Chicago Bulls",38,"Gasol","Rose",NA
"0021500414",28,41,1626171,0,201565,404,4.12,4.16,448.23,4,"Chicago Bulls",38,"Portis","Rose",4.08
"0021500414",31,51,201152,0,2207,441,10.08,6.84,265.12,4,"Brooklyn Nets",41,"Young","Johnson",5.72
"0021500414",31,51,201572,0,2207,441,7.08000000000004,3.24,263.92,4,"Brooklyn Nets",41,"Lopez","Johnson",NA
"0021500415",1,66,203469,0,203798,13,5.00999999999999,3.6,667.4,1,"Charlotte Hornets",42,"Zeller","Hairston",NA
"0021500415",7,66,203469,0,203798,47,18.09,3.24,475.01,1,"Charlotte Hornets",42,"Zeller","Hairston",NA
"0021500415",9,66,203469,0,202689,50,4.67000000000002,4.72,435.76,1,"Charlotte Hornets",42,"Zeller","Walker",3.6
"0021500415",12,45,2730,0,1891,76,8.68000000000001,3.44,327.29,1,"Houston Rockets",43,"Howard","Terry",NA
"0021500415",13,66,203469,0,101107,87,10.63,4.04,279.46,1,"Charlotte Hornets",42,"Zeller","Williams",3.64
"0021500415",15,66,201150,0,201587,131,4.38999999999999,3.88,103.82,1,"Charlotte Hornets",42,"Hawes","Batum",NA
"0021500415",16,45,201976,0,201976,134,3.02,3.08,90.49,1,"Houston Rockets",43,"Beverley","Beverley",NA
"0021500415",17,66,201150,0,202689,136,4.25,4.32,69.05,1,"Charlotte Hornets",42,"Hawes","Walker",NA
"0021500415",18,66,201150,0,203798,159,4.47000000000003,4.48,686.36,2,"Charlotte Hornets",42,"Hawes","Hairston",NA
"0021500415",20,66,201150,0,203798,178,7.56999999999994,3.12,545.8,2,"Charlotte Hornets",42,"Hawes","Hairston",NA
"0021500415",22,66,203798,0,203087,185,4.36000000000001,4.4,497.1,2,"Charlotte Hornets",42,"Hairston","Lamb",3.44
"0021500415",23,45,2730,0,201977,187,4.04000000000002,4.04,476.92,2,"Houston Rockets",43,"Howard","Thornton",NA
"0021500415",23,45,201147,0,201977,187,3.39000000000004,3.4,477.73,2,"Houston Rockets",43,"Brewer","Thornton",3.2
"0021500415",25,66,201150,0,203798,208,3.18000000000001,3.24,372.98,2,"Charlotte Hornets",42,"Hawes","Hairston",NA
"0021500415",26,45,2730,0,201935,212,3.5,3.56,360.18,2,"Houston Rockets",43,"Howard","Harden",NA
"0021500415",26,45,203093,0,201935,208,3.13999999999999,3.2,362.24,2,"Houston Rockets",43,"Jones","Harden",NA
"0021500415",32,66,201587,0,203798,304,4.08000000000004,4.16,573.32,3,"Charlotte Hornets",42,"Batum","Hairston",3.32
"0021500415",32,66,203469,0,203798,304,3.51999999999998,3.6,572.76,3,"Charlotte Hornets",42,"Zeller","Hairston",3.6
"0021500415",35,45,203991,0,1891,382,3.25,3.32,264.97,3,"Houston Rockets",43,"Capela","Terry",3.32
"0021500415",38,66,203087,0,1626163,467,6.52999999999997,3.4,682.28,4,"Charlotte Hornets",42,"Lamb","Kaminsky",NA
"0021500415",38,66,1626163,0,1626163,467,3.31999999999994,3.36,683.04,4,"Charlotte Hornets",42,"Kaminsky","Kaminsky",NA
"0021500415",39,66,201150,0,203087,488,13.1999999999999,4.56,568.4,4,"Charlotte Hornets",42,"Hawes","Lamb",NA
"0021500415",41,45,203093,0,201976,490,3.72000000000003,3.76,544.88,4,"Houston Rockets",43,"Jones","Beverley",3.48
"0021500415",41,45,203991,0,201976,490,9.43999999999994,6.48,544.88,4,"Houston Rockets",43,"Capela","Beverley",5.28
"0021500415",43,66,201150,0,202391,523,9.96000000000004,3.32,428.3,4,"Charlotte Hornets",42,"Hawes","Lin",NA
"0021500415",43,66,203087,0,202391,523,16.87,3.08,436.1,4,"Charlotte Hornets",42,"Lamb","Lin",NA
"0021500415",44,45,203991,0,201935,527,4.28999999999996,4.36,364.51,4,"Houston Rockets",43,"Capela","Harden",3.8
"0021500415",48,45,2730,0,201935,564,5.72000000000003,3.72,141.61,4,"Houston Rockets",43,"Howard","Harden",3.12
"0021500416",7,59,1495,0,203613,167,5.95999999999998,5.6,426.87,2,"San Antonio Spurs",40,"Duncan","Simmons",NA
"0021500416",9,59,1495,0,201980,174,12.56,3.6,388.49,2,"San Antonio Spurs",40,"Duncan","Green",NA
"0021500416",10,54,202730,0,201155,190,3.63,3.68,280.18,2,"Indiana Pacers",41,"Allen","Stuckey",NA
"0021500416",11,59,1495,0,202695,195,13.4,5.6,259.63,2,"San Antonio Spurs",40,"Duncan","Leonard",NA
"0021500416",11,59,2225,0,202695,194,5.68000000000001,3.76,261.71,2,"San Antonio Spurs",40,"Parker","Leonard",3.6
"0021500416",13,54,202331,0,201588,241,3.07999999999993,3.12,711.91,3,"Indiana Pacers",41,"George","Hill",NA
"0021500416",14,59,1495,0,201980,270,8.36000000000001,3.92,482.76,3,"San Antonio Spurs",40,"Duncan","Green",NA
"0021500416",15,59,1495,0,1938,293,4.26999999999998,4.32,367.37,3,"San Antonio Spurs",40,"Duncan","Ginobili",NA
"0021500416",17,59,200746,0,202695,304,4.82999999999998,4.88,284.56,3,"San Antonio Spurs",40,"Aldridge","Leonard",3.28
"0021500417",4,62,202324,0,203918,33,3.12,3.16,482.85,1,"Utah Jazz",42,"Favors","Hood",NA
"0021500417",5,62,202324,0,203918,60,3.03999999999996,3.08,263.01,1,"Utah Jazz",42,"Favors","Hood",NA
"0021500417",7,56,2199,0,202688,71,13.76,5,188.89,1,"Phoenix Suns",41,"Chandler","Knight",4.08
"0021500417",9,62,203481,0,202692,111,4.04000000000008,4.08,682.08,2,"Utah Jazz",42,"Withey","Burks",3.44
"0021500417",10,56,203462,0,202688,121,3.40000000000009,3.44,553.21,2,"Phoenix Suns",41,"Goodwin","Knight",3.2
"0021500417",17,62,203481,0,202330,220,7.92,3.12,39.07,2,"Utah Jazz",42,"Withey","Hayward",NA
"0021500417",27,62,202344,0,203526,394,5.75999999999999,5.8,630.71,4,"Utah Jazz",42,"Booker","Neto",5.8
"0021500417",29,62,1626168,0,202330,403,3.31999999999994,3.36,575.8,4,"Utah Jazz",42,"Lyles","Hayward",NA
"0021500418",2,60,201586,0,201142,15,4.19000000000005,4.16,632.59,1,"Oklahoma City Thunder",44,"Ibaka","Durant",3.32
"0021500418",6,46,200755,0,200755,51,6.07999999999998,6.12,375.56,1,"Los Angeles Clippers",38,"Redick","Redick",6
"0021500418",6,46,201601,0,200755,51,3.56,3.6,372.44,1,"Los Angeles Clippers",38,"Mbah a Moute","Redick",3.12
"0021500418",9,46,200755,0,200755,75,3.84,3.88,194.36,1,"Los Angeles Clippers",38,"Redick","Redick",NA
"0021500418",13,46,201599,0,2037,170,5.38,5.36,494.51,2,"Los Angeles Clippers",38,"Jordan","Crawford",3.48
"0021500418",15,60,2555,0,201566,188,3.53999999999996,3.2,382.28,2,"Oklahoma City Thunder",44,"Collison","Westbrook",3.2
"0021500418",17,60,201586,0,201142,225,3.15000000000001,3.2,229.72,2,"Oklahoma City Thunder",44,"Ibaka","Durant",3.2
"0021500418",20,46,200755,0,101108,336,2.99000000000001,3.04,415.47,3,"Los Angeles Clippers",38,"Redick","Paul",3.04
"0021500418",20,46,201599,0,101108,336,6.55000000000001,6.28,414.55,3,"Los Angeles Clippers",38,"Jordan","Paul",3.48
"0021500418",20,46,201601,0,101108,336,18.78,3.72,426.78,3,"Los Angeles Clippers",38,"Mbah a Moute","Paul",3.04
"0021500418",23,46,2037,0,101108,364,8.81,8.8,182.83,3,"Los Angeles Clippers",38,"Crawford","Paul",7.92
"0021500418",23,46,201599,0,101108,364,8.24000000000001,5.92,175.03,3,"Los Angeles Clippers",38,"Jordan","Paul",4.72
"0021500418",26,46,202332,0,202325,416,4.74000000000001,4.8,545.59,4,"Los Angeles Clippers",38,"Aldrich","Johnson",4.36
"0021500418",28,60,201142,0,201142,479,4.38000000000001,4.44,121.15,4,"Oklahoma City Thunder",44,"Durant","Durant",3.68
"0021500418",29,46,201933,0,200755,486,3.28999999999999,3.36,68.05,4,"Los Angeles Clippers",38,"Griffin","Redick",NA
"0021500418",30,60,203500,0,201566,490,5.57,5.56,55.85,4,"Oklahoma City Thunder",44,"Adams","Westbrook",NA
"0021500419",2,55,1626143,0,203477,7,10.96,3.4,681.45,1,"Philadelphia 76ers",39,"Okafor","Canaan",NA
"0021500419",7,55,203457,0,203138,108,8.8,4.52,49.32,1,"Philadelphia 76ers",39,"Noel","Thompson",3.8
"0021500419",10,55,1626143,0,203496,237,5.28,5.32,229.51,2,"Philadelphia 76ers",39,"Okafor","Covington",NA
"0021500419",14,55,203457,0,203917,266,8.59999999999999,4.32,110.64,2,"Philadelphia 76ers",39,"Noel","Stauskas",3.92
"0021500419",18,55,203477,0,203138,356,9.50999999999999,3.12,238.92,3,"Philadelphia 76ers",39,"Canaan","Thompson",NA
"0021500419",24,55,203457,0,203496,477,7.88,3.72,294.02,4,"Philadelphia 76ers",39,"Noel","Covington",NA
"0021500419",24,55,1626143,0,203496,477,7.15999999999997,3.04,296.38,4,"Philadelphia 76ers",39,"Okafor","Covington",NA
"0021500419",26,55,1626158,0,203917,516,7.01000000000001,3.4,116.78,4,"Philadelphia 76ers",39,"Holmes","Stauskas",NA
"0021500420",2,65,203083,0,202704,28,8.32000000000005,3.4,497.41,1,"Detroit Pistons",42,"Drummond","Jackson",NA
"0021500420",3,48,202355,0,2547,29,5.88,3.4,478.68,1,"Miami Heat",42,"Whiteside","Bosh",NA
"0021500420",10,65,1626169,0,2581,146,3.38999999999999,3.68,491.51,2,"Detroit Pistons",42,"Johnson","Blake",NA
"0021500420",11,48,2547,0,2547,148,3.12,3.16,479.44,2,"Miami Heat",42,"Bosh","Bosh",NA
"0021500420",15,48,202355,0,2736,171,12,4.56,283.28,2,"Miami Heat",42,"Whiteside","Deng",3.96
"0021500420",16,65,203083,0,1626169,176,4.11999999999998,4.16,237.92,2,"Detroit Pistons",42,"Drummond","Johnson",4.16
"0021500420",20,48,202355,0,2736,193,11.76,8.92,127.12,2,"Miami Heat",42,"Whiteside","Deng",4.16
"0021500420",28,65,203382,0,2581,352,3.07000000000005,3.12,539.94,4,"Detroit Pistons",42,"Baynes","Blake",3.12
"0021500420",31,65,203382,0,2581,360,6.31999999999999,3.8,445.57,4,"Detroit Pistons",42,"Baynes","Blake",NA
"0021500420",32,65,203083,0,202704,369,6,4.56,405.99,4,"Detroit Pistons",42,"Drummond","Jackson",4.28
"0021500420",33,48,202355,0,1626159,369,3.02999999999997,3.12,391.9,4,"Miami Heat",42,"Whiteside","Winslow",NA
"0021500420",35,65,203083,0,201229,402,14.28,5.36,215.36,4,"Detroit Pistons",42,"Drummond","Tolliver",5.36
"0021500421",11,42,203939,0,101109,100,11.64,3.04,163.91,1,"Dallas Mavericks",43,"Powell","Felton",NA
"0021500421",19,42,201580,0,202083,193,5.16000000000003,5.2,384.35,2,"Dallas Mavericks",43,"McGee","Matthews",NA
"0021500421",20,42,201580,0,101111,210,9.27999999999997,3.32,304.78,2,"Dallas Mavericks",43,"McGee","Villanueva",NA
"0021500421",21,42,2585,0,1717,228,3.44,3.48,176.9,2,"Dallas Mavericks",43,"Pachulia","Nowitzki",NA
"0021500421",24,61,202687,0,201942,274,9.02999999999997,3.36,558.87,3,"Toronto Raptors",41,"Biyombo","DeRozan",NA
"0021500421",27,61,202687,0,203082,320,10.56,3.2,264.22,3,"Toronto Raptors",41,"Biyombo","Ross",NA
"0021500421",33,42,203939,0,1717,373,3.12,3.16,655.95,4,"Dallas Mavericks",43,"Powell","Nowitzki",NA
"0021500421",35,61,202687,0,201942,381,10.9100000000001,3.88,602.71,4,"Toronto Raptors",41,"Biyombo","DeRozan",3.56
"0021500422",3,43,203530,0,203123,22,10.5799999999999,4.72,577.8,1,"Denver Nuggets",43,"Lauvergne","Papanikolaou",4.16
"0021500422",4,47,1626204,0,101150,25,8.68000000000006,3.52,553.97,1,"Los Angeles Lakers",44,"Nance Jr.","Williams",3.24
"0021500422",10,47,101138,0,977,94,3.82999999999998,3.88,265.69,1,"Los Angeles Lakers",44,"Bass","Bryant",NA
"0021500422",28,43,202702,0,2749,279,5.13,5.16,31.48,2,"Denver Nuggets",43,"Faried","Nelson",4.68
"0021500422",29,43,203530,0,203123,296,8.42000000000007,3.28,682.58,3,"Denver Nuggets",43,"Lauvergne","Papanikolaou",NA
"0021500422",32,47,977,0,101150,314,3.00999999999999,3.08,551.53,3,"Los Angeles Lakers",44,"Bryant","Williams",NA
"0021500422",32,47,201579,0,101150,317,14.5,4.24,554.7,3,"Los Angeles Lakers",44,"Hibbert","Williams",NA
"0021500422",38,47,101138,0,977,451,3.12,3.16,421.99,4,"Los Angeles Lakers",44,"Bass","Bryant",3.08
"0021500422",42,43,202702,0,201589,512,6.18000000000001,6.2,79.9,4,"Denver Nuggets",43,"Faried","Arthur",NA
"0021500422",43,47,977,0,977,516,3.21,3.24,62.62,4,"Los Angeles Lakers",44,"Bryant","Bryant",NA
"0021500422",43,47,101138,0,977,516,6.74,4.4,66.23,4,"Los Angeles Lakers",44,"Bass","Bryant",3.6
"0021500423",6,38,203096,0,202738,41,5.60000000000002,5.72,418.91,1,"Boston Celtics",39,"Sullinger","Thomas",5.32
"0021500423",8,66,203469,0,101107,61,11.73,4.52,304.09,1,"Charlotte Hornets",42,"Zeller","Williams",NA
"0021500423",17,66,101107,0,101107,230,3.64000000000001,3.64,223.18,2,"Charlotte Hornets",42,"Williams","Williams",NA
"0021500423",20,66,203469,0,203798,323,5.5,5.48,620.86,3,"Charlotte Hornets",42,"Zeller","Hairston",NA
"0021500423",26,66,203469,0,201587,364,5.66000000000003,5.76,365.8,3,"Charlotte Hornets",42,"Zeller","Batum",4.56
"0021500423",29,38,203096,0,203109,383,11.87,3.24,284.45,3,"Boston Celtics",39,"Sullinger","Crowder",NA
"0021500423",30,66,203469,0,1626163,385,2.96000000000004,3.12,264.98,3,"Charlotte Hornets",42,"Zeller","Kaminsky",NA
"0021500423",31,66,201946,0,201587,408,3.03,3.08,140.75,3,"Charlotte Hornets",42,"Hansbrough","Batum",NA
"0021500423",34,66,203087,0,1626163,458,4.85000000000002,4.88,583.62,4,"Charlotte Hornets",42,"Lamb","Kaminsky",4.16
"0021500423",35,66,203469,0,203087,509,9.45999999999998,4.44,370.33,4,"Charlotte Hornets",42,"Zeller","Lamb",3.2
"0021500423",38,66,203469,0,201587,541,6.30000000000001,6.36,207.06,4,"Charlotte Hornets",42,"Zeller","Batum",NA
"0021500424",5,39,202684,0,202697,68,3.07999999999998,3.12,242.1,1,"Cleveland Cavaliers",36,"Thompson","Shumpert",NA
"0021500424",8,39,202684,0,202697,95,8.32,5.92,66.06,1,"Cleveland Cavaliers",36,"Thompson","Shumpert",3.12
"0021500424",13,52,204001,0,202682,195,7.44,3.16,366.24,2,"New York Knicks",44,"Porzingis","Williams",NA
"0021500424",20,52,204001,0,204001,311,5.72000000000003,5.76,533.69,3,"New York Knicks",44,"Porzingis","Porzingis",4.72
"0021500424",22,52,201577,0,101181,348,16.28,4.52,236.15,3,"New York Knicks",44,"Lopez","Calderon",4
"0021500424",26,39,202684,0,203521,471,9.36000000000001,3.12,361.39,4,"Cleveland Cavaliers",36,"Thompson","Dellavedova",NA
"0021500425",7,54,202331,0,201588,60,3.05000000000001,3.08,363.19,1,"Indiana Pacers",41,"George","Hill",NA
"0021500425",10,58,201158,0,201158,137,3.39999999999998,3.44,592.99,2,"Sacramento Kings",39,"Belinelli","Belinelli",NA
"0021500425",10,58,202326,0,201158,137,13.24,7.64,597.63,2,"Sacramento Kings",39,"Cousins","Belinelli",5.96
"0021500425",15,54,101133,0,202331,210,10.8,3.64,206.77,2,"Indiana Pacers",41,"Mahinmi","George",3.28
"0021500425",18,54,101133,0,101145,270,3.88,3.92,690.36,3,"Indiana Pacers",41,"Mahinmi","Ellis",NA
"0021500425",21,54,101133,0,101145,315,3.15999999999997,3.2,410.01,3,"Indiana Pacers",41,"Mahinmi","Ellis",NA
"0021500425",23,54,101139,0,101145,335,4.76000000000005,4.8,277.66,3,"Indiana Pacers",41,"Miles","Ellis",4.32
"0021500425",31,54,101133,0,101139,428,3.11000000000001,3.16,382.37,4,"Indiana Pacers",41,"Mahinmi","Miles",NA
"0021500425",33,58,200765,0,200752,445,11.6,3.6,305.57,4,"Sacramento Kings",39,"Rondo","Gay",NA
"0021500425",36,54,101139,0,101139,468,5.72,5.76,85.51,4,"Indiana Pacers",41,"Miles","Miles",5.48
"0021500425",37,54,201941,0,202331,471,5.6,5.2,56.64,4,"Indiana Pacers",41,"Hill","George",NA
"0021500426",1,53,202696,0,101112,11,4.74000000000001,4.8,626.71,1,"Orlando Magic",41,"Vucevic","Frye",NA
"0021500426",8,45,2730,0,201977,143,9.48000000000002,3.32,686.49,2,"Houston Rockets",43,"Howard","Thornton",NA
"0021500426",11,45,2730,0,201976,190,15.33,8.12,396.98,2,"Houston Rockets",43,"Howard","Beverley",6.08
"0021500426",12,53,202696,0,203932,201,4.44999999999999,4.48,298.93,2,"Orlando Magic",41,"Vucevic","Gordon",NA
"0021500426",13,53,202696,0,101112,215,13.38,3.08,238.96,2,"Orlando Magic",41,"Vucevic","Frye",NA
"0021500426",14,53,202696,0,203095,216,7.19000000000003,3.44,190.08,2,"Orlando Magic",41,"Vucevic","Fournier",NA
"0021500426",19,53,202696,0,203506,327,3.34,3.4,125.19,3,"Orlando Magic",41,"Vucevic","Oladipo",NA
"0021500426",19,53,202699,0,203506,327,4.56999999999999,4.64,127.1,3,"Orlando Magic",41,"Harris","Oladipo",3.64
"0021500426",23,45,2730,0,201977,362,6.07000000000005,3.08,609.12,4,"Houston Rockets",43,"Howard","Thornton",NA
"0021500427",3,64,201162,0,202066,42,5.88000000000005,5.92,387.72,1,"Washington Wizards",40,"Dudley","Temple",NA
"0021500427",7,64,201971,0,2743,123,11.76,5.12,682.58,2,"Washington Wizards",40,"Blair","Humphries",NA
"0021500427",10,63,203210,0,1713,186,6.56,6.6,453.31,2,"Memphis Grizzlies",43,"Green","Carter",4.16
"0021500427",12,64,101162,0,202322,207,8.36000000000001,3.72,352.16,2,"Washington Wizards",40,"Gortat","Wall",3.24
"0021500427",18,63,2216,0,201145,349,18.36,3.36,209.05,3,"Memphis Grizzlies",43,"Randolph","Green",NA
"0021500427",21,63,201188,0,201144,437,3.20000000000005,3.24,468.04,4,"Memphis Grizzlies",43,"Gasol","Conley",NA
"0021500427",22,64,101162,0,201196,438,9.44,3.36,458.44,4,"Washington Wizards",40,"Gortat","Sessions",NA
"0021500427",24,64,101162,0,202066,479,6.08000000000004,6.12,269.86,4,"Washington Wizards",40,"Gortat","Temple",3.96
"0021500428",2,42,2585,0,200826,11,13.9400000000001,3.28,663.57,1,"Dallas Mavericks",43,"Pachulia","Barea",3.2
"0021500428",4,51,201152,0,202711,35,3.96999999999997,4,426.14,1,"Brooklyn Nets",41,"Young","Bogdanovic",NA
"0021500428",4,51,201572,0,202711,36,3.29000000000002,3.32,421.29,1,"Brooklyn Nets",41,"Lopez","Bogdanovic",3.32
"0021500428",14,42,2585,0,1717,261,3.90999999999997,3.96,546.87,3,"Dallas Mavericks",43,"Pachulia","Nowitzki",3.32
"0021500428",24,42,203098,0,203098,373,3.65999999999997,3.68,633.51,4,"Dallas Mavericks",43,"Jenkins","Jenkins",3.24
"0021500428",24,42,203939,0,203098,373,3.09000000000003,3.12,633.51,4,"Dallas Mavericks",43,"Powell","Jenkins",NA
"0021500428",26,51,201572,0,2207,411,4.63999999999999,4.72,414.99,4,"Brooklyn Nets",41,"Lopez","Johnson",4.12
"0021500428",32,51,201152,0,201152,471,3.41,3.48,31.75,4,"Brooklyn Nets",41,"Young","Young",3.48
"0021500429",2,65,203083,0,101141,40,6.84999999999997,3.52,517.66,1,"Detroit Pistons",42,"Drummond","Ilyasova",NA
"0021500429",3,65,203083,0,101141,42,3.61000000000001,3.64,488.98,1,"Detroit Pistons",42,"Drummond","Ilyasova",3.28
"0021500429",4,65,202694,0,101141,52,7.05000000000001,3.8,434.45,1,"Detroit Pistons",42,"Morris","Ilyasova",NA
"0021500429",4,65,202704,0,101141,52,4.81,4.84,430.21,1,"Detroit Pistons",42,"Jackson","Ilyasova",4.48
"0021500429",6,65,203083,0,203484,67,9.92999999999995,4.2,283.09,1,"Detroit Pistons",42,"Drummond","Caldwell-Pope",NA
