"","X","GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION","home","away","winner","loser"
"375",375,21500002,428,2,1,4,"9:49 PM","10:01",NA,NA,"MISS Varejao 20' Jump Shot",NA,NA,5,2760,"Anderson Varejao",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"376",376,21500002,429,4,0,4,"9:49 PM","10:00","McDermott REBOUND (Off:0 Def:4)",NA,NA,NA,NA,4,203926,"Doug McDermott",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"377",377,21500002,430,6,2,4,"9:50 PM","9:53",NA,NA,"Jefferson S.FOUL (P3.T1) (S.Foster)",NA,NA,5,2210,"Richard Jefferson",1610612739,"Cleveland","Cavaliers","CLE",4,203926,"Doug McDermott",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"378",378,21500002,431,3,11,4,"9:50 PM","9:53","McDermott Free Throw 1 of 2 (8 PTS)",NA,NA,"71 - 75","4",4,203926,"Doug McDermott",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"379",379,21500002,433,8,0,4,"9:50 PM","9:53",NA,NA,"SUB: James FOR Dellavedova",NA,NA,5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"380",380,21500002,434,8,0,4,"9:50 PM","9:53",NA,NA,"SUB: Love FOR Varejao",NA,NA,5,2760,"Anderson Varejao",1610612739,"Cleveland","Cavaliers","CLE",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"381",381,21500002,435,8,0,4,"9:50 PM","9:53","SUB: Rose FOR Brooks",NA,NA,NA,NA,4,201166,"Aaron Brooks",1610612741,"Chicago","Bulls","CHI",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"382",382,21500002,436,8,0,4,"9:50 PM","9:53","SUB: Butler FOR Moore",NA,NA,NA,NA,4,202734,"E'Twaun Moore",1610612741,"Chicago","Bulls","CHI",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"383",383,21500002,437,3,12,4,"9:50 PM","9:53","MISS McDermott Free Throw 2 of 2",NA,NA,NA,NA,4,203926,"Doug McDermott",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"384",384,21500002,439,4,0,4,"9:50 PM","9:51",NA,NA,"Thompson REBOUND (Off:0 Def:7)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"385",385,21500002,440,2,1,4,"9:51 PM","9:32","Gibson BLOCK (3 BLK)",NA,"MISS Love 24' 3PT Jump Shot",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI","1610612741","1610612739","1610612741","1610612739"
"386",386,21500002,441,4,0,4,"9:51 PM","9:30",NA,NA,"Thompson REBOUND (Off:1 Def:7)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"387",387,21500002,442,5,11,4,"9:51 PM","9:29",NA,NA,"Cavaliers Turnover: Shot Clock (T#8)",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"388",388,21500002,443,1,1,4,"9:51 PM","9:18","Gibson 14' Jump Shot (5 PTS) (Noah 4 AST)",NA,NA,"71 - 77","6",4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",4,201149,"Joakim Noah",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"389",389,21500002,444,5,45,4,"9:52 PM","8:53",NA,NA,"Jefferson Out of Bounds - Bad Pass Turnover Turnover (P1.T9)",NA,NA,5,2210,"Richard Jefferson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"390",390,21500002,445,9,1,4,"9:52 PM","8:53",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"391",391,21500002,446,8,0,4,"9:54 PM","8:53","SUB: Gasol FOR Noah",NA,NA,NA,NA,4,201149,"Joakim Noah",1610612741,"Chicago","Bulls","CHI",4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"392",392,21500002,447,8,0,4,"9:55 PM","8:53",NA,NA,"SUB: Smith FOR Jefferson",NA,NA,5,2210,"Richard Jefferson",1610612739,"Cleveland","Cavaliers","CLE",5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"393",393,21500002,448,2,1,4,"9:55 PM","8:40","MISS Gasol 21' Jump Shot",NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"394",394,21500002,449,4,0,4,"9:55 PM","8:39",NA,NA,"James REBOUND (Off:0 Def:10)",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"395",395,21500002,450,1,42,4,"9:55 PM","8:32",NA,NA,"James 2' Driving Layup (19 PTS)","73 - 77","4",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"396",396,21500002,451,2,1,4,"9:56 PM","8:11","MISS Gasol 25' 3PT Jump Shot",NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"397",397,21500002,452,4,0,4,"9:56 PM","8:09",NA,NA,"Thompson REBOUND (Off:1 Def:8)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"398",398,21500002,453,1,1,4,"9:56 PM","7:59",NA,NA,"James 21' Jump Shot (21 PTS)","75 - 77","2",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"399",399,21500002,454,9,1,4,"9:56 PM","7:59","BULLS Timeout: Regular (Full 4 Short 0)",NA,NA,NA,NA,2,1610612741,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"400",400,21500002,455,2,1,4,"9:59 PM","7:48","MISS Butler 20' Jump Shot",NA,NA,NA,NA,4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"401",401,21500002,456,4,0,4,"9:59 PM","7:47",NA,NA,"Smith REBOUND (Off:1 Def:4)",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"402",402,21500002,457,2,1,4,"9:59 PM","7:34",NA,NA,"MISS James 25' 3PT Jump Shot",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"403",403,21500002,458,4,0,4,"9:59 PM","7:33","Gasol REBOUND (Off:0 Def:2)",NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"404",404,21500002,459,6,2,4,"9:59 PM","7:27",NA,NA,"Thompson S.FOUL (P3.T2) (M.Ayotte)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"405",405,21500002,460,3,11,4,"9:59 PM","7:27","MISS Rose Free Throw 1 of 2",NA,NA,NA,NA,4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"406",406,21500002,461,4,1,4,"9:59 PM","7:27","BULLS Rebound",NA,NA,NA,NA,2,1610612741,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"407",407,21500002,462,8,0,4,"10:00 PM","7:27","SUB: Snell FOR McDermott",NA,NA,NA,NA,4,203926,"Doug McDermott",1610612741,"Chicago","Bulls","CHI",4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"408",408,21500002,463,3,12,4,"10:00 PM","7:27","Rose Free Throw 2 of 2 (14 PTS)",NA,NA,"75 - 78","3",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"409",409,21500002,466,6,2,4,"10:00 PM","7:18","Gibson S.FOUL (P4.T1) (M.Ayotte)",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"410",410,21500002,467,3,11,4,"10:01 PM","7:18",NA,NA,"Smith Free Throw 1 of 2 (7 PTS)","76 - 78","2",5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"411",411,21500002,469,8,0,4,"10:01 PM","7:18","SUB: Mirotic FOR Gibson",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"412",412,21500002,470,3,12,4,"10:01 PM","7:18",NA,NA,"Smith Free Throw 2 of 2 (8 PTS)","77 - 78","1",5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"413",413,21500002,472,1,1,4,"10:02 PM","6:58","Butler 21' Jump Shot (10 PTS)",NA,NA,"77 - 80","3",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"414",414,21500002,473,1,79,4,"10:02 PM","6:42",NA,NA,"Williams 17' Pullup Jump Shot (19 PTS) (Love 4 AST)","79 - 80","1",5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"415",415,21500002,474,6,1,4,"10:02 PM","6:32",NA,NA,"Smith P.FOUL (P3.T3) (B.Taylor)",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"416",416,21500002,476,1,79,4,"10:03 PM","6:20","Rose 15' Pullup Jump Shot (16 PTS)",NA,NA,"79 - 82","3",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"417",417,21500002,479,1,7,4,"10:04 PM","6:01",NA,NA,"Thompson  Dunk (2 PTS) (Williams 7 AST)","81 - 82","1",5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"418",418,21500002,480,2,42,4,"10:04 PM","5:50","MISS Rose 2' Driving Layup",NA,"Love BLOCK (2 BLK)",NA,NA,4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE","1610612741","1610612739","1610612741","1610612739"
"419",419,21500002,481,4,0,4,"10:04 PM","5:48",NA,NA,"Love REBOUND (Off:3 Def:4)",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"420",420,21500002,482,1,101,4,"10:04 PM","5:32",NA,NA,"James 7' Driving Floating Jump Shot (23 PTS)","83 - 82","-1",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"421",421,21500002,483,1,101,4,"10:05 PM","5:18","Mirotic 13' Driving Floating Jump Shot (16 PTS)",NA,NA,"83 - 84","1",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"422",422,21500002,484,6,2,4,"10:05 PM","5:18",NA,NA,"Thompson S.FOUL (P4.T4) (B.Taylor)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"423",423,21500002,485,3,10,4,"10:05 PM","5:18","Mirotic Free Throw 1 of 1 (17 PTS)",NA,NA,"83 - 85","2",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"424",424,21500002,488,2,44,4,"10:05 PM","5:07","Gasol BLOCK (3 BLK)",NA,"MISS Love 3' Reverse Layup",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI","1610612741","1610612739","1610612741","1610612739"
"425",425,21500002,489,4,0,4,"10:05 PM","5:05","Mirotic REBOUND (Off:1 Def:5)",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"426",426,21500002,490,6,1,4,"10:06 PM","4:58",NA,NA,"Smith P.FOUL (P4.PN) (S.Foster)",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"427",427,21500002,492,6,11,4,"10:06 PM","4:58",NA,NA,"Smith T.FOUL (P4.PN) (S.Foster)",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"428",428,21500002,493,3,16,4,"10:06 PM","4:58","Butler Free Throw Technical (11 PTS)",NA,NA,"83 - 86","3",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"429",429,21500002,495,3,11,4,"10:07 PM","4:58","Mirotic Free Throw 1 of 2 (18 PTS)",NA,NA,"83 - 87","4",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"430",430,21500002,497,3,12,4,"10:07 PM","4:58","Mirotic Free Throw 2 of 2 (19 PTS)",NA,NA,"83 - 88","5",4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"431",431,21500002,500,1,101,4,"10:07 PM","4:40",NA,NA,"James 5' Driving Floating Jump Shot (25 PTS)","85 - 88","3",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"432",432,21500002,501,1,49,4,"10:08 PM","4:24","Butler  Driving Dunk (13 PTS)",NA,NA,"85 - 90","5",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"433",433,21500002,502,2,42,4,"10:08 PM","4:00","Gasol BLOCK (4 BLK)",NA,"MISS Smith 2' Driving Layup",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI","1610612741","1610612739","1610612741","1610612739"
"434",434,21500002,503,4,0,4,"10:08 PM","3:58","Mirotic REBOUND (Off:1 Def:6)",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"435",435,21500002,504,6,2,4,"10:08 PM","3:53",NA,NA,"James S.FOUL (P2.PN) (M.Ayotte)",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"436",436,21500002,505,9,1,4,"10:09 PM","3:53",NA,NA,"Cavaliers Timeout: Regular (Reg.4 Short 0)",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"437",437,21500002,506,8,0,4,"10:11 PM","3:53",NA,NA,"SUB: Dellavedova FOR Smith",NA,NA,5,2747,"J.R. Smith",1610612739,"Cleveland","Cavaliers","CLE",5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"438",438,21500002,514,8,0,4,"10:11 PM","3:53","SUB: Gibson FOR Gasol",NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"439",439,21500002,507,3,11,4,"10:12 PM","3:53","Snell Free Throw 1 of 2 (11 PTS)",NA,NA,"85 - 91","6",4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"440",440,21500002,509,3,12,4,"10:12 PM","3:53","MISS Snell Free Throw 2 of 2",NA,NA,NA,NA,4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"441",441,21500002,511,4,0,4,"10:12 PM","3:51","Mirotic REBOUND (Off:2 Def:6)",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"442",442,21500002,512,6,4,4,"10:13 PM","3:40","Gibson OFF.Foul (P5) (S.Foster)",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"443",443,21500002,513,5,5,4,"10:13 PM","3:40","Gibson Foul Turnover (P3.T13)",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"444",444,21500002,515,6,1,4,"10:13 PM","3:27","Snell P.FOUL (P3.T2) (B.Taylor)",NA,NA,NA,NA,4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"445",445,21500002,516,6,1,4,"10:13 PM","3:26","Snell P.FOUL (P4.T3) (B.Taylor)",NA,NA,NA,NA,4,203503,"Tony Snell",1610612741,"Chicago","Bulls","CHI",5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"446",446,21500002,517,2,78,4,"10:14 PM","3:19",NA,NA,"MISS Williams 5' Floating Jump Shot",NA,NA,5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"447",447,21500002,518,4,0,4,"10:14 PM","3:18","Mirotic REBOUND (Off:2 Def:7)",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"448",448,21500002,519,2,1,4,"10:14 PM","3:07","MISS Rose 7' Jump Shot",NA,NA,NA,NA,4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"449",449,21500002,520,4,0,4,"10:14 PM","3:06",NA,NA,"Thompson REBOUND (Off:1 Def:9)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"450",450,21500002,521,2,1,4,"10:14 PM","3:00",NA,NA,"MISS James 24' 3PT Jump Shot",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"451",451,21500002,522,4,0,4,"10:14 PM","2:58","Butler REBOUND (Off:1 Def:4)",NA,NA,NA,NA,4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"452",452,21500002,523,1,66,4,"10:14 PM","2:42","Rose 8' Jump Bank Shot (18 PTS)",NA,NA,"85 - 93","8",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"453",453,21500002,524,2,101,4,"10:15 PM","2:24",NA,NA,"MISS Dellavedova 11' Driving Floating Jump Shot",NA,NA,5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"454",454,21500002,525,4,0,4,"10:15 PM","2:24",NA,NA,"Cavaliers Rebound",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"455",455,21500002,526,1,99,4,"10:15 PM","2:21",NA,NA,"Dellavedova 1' Cutting Finger Roll Layup Shot (6 PTS) (James 3 AST)","87 - 93","6",5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"456",456,21500002,527,2,1,4,"10:15 PM","1:58","MISS Mirotic 24' 3PT Jump Shot",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
